1: !
50288: 1972_U._S._Open_-_Men's_Singles
50289: 1972_U._S._Open_-_Women's_Singles
50290: 1972_UEFA_Cup_Final
50291: 1972_UEFA_Cup_Winners'_Cup_Final
50292: 1972_UEFA_European_Championship
50293: 1972_UEFA_European_Football_Championship
50294: 1972_UEFA_European_Football_Championship_qualifying
50295: 1972_UEFA_European_Football_Championship_squads
50296: 1972_UEFA_Super_Cup
50297: 1972_UFO_sightings_in_the_Eastern_Cape
50298: 1972_US_Open
50299: 1972_US_Open_(tennis)
50300: 1972_US_Open_-_Men's_Singles
50301: 1972_US_Open_-_Women's_Singles
50302: 1972_US_Presidential_Election
50303: 1972_U_S_Open_(tennis)
50304: 1972_U_S_Open_-_Men's_Singles
50305: 1972_U_S_Open_-_Women's_Singles
50306: 1972_United_Airlines_flight_553_crash
50307: 1972_United_States_Grand_Prix
50308: 1972_United_States_Presidential_Election
50309: 1972_United_States_presidential_election
50310: 1972_VFL_Grand_Final
50311: 1972_VFL_season
50312: 1972_Virginia_Slims_Championships
50313: 1972_Vuelta_a_Espana
50314: 1972_Vuelta_a_España
50315: 1972_WS
50316: 1972_WSOP
50317: 1972_WTA_Tour_Championships
50318: 1972_Wake_Forest_Demon_Deacons_football_team
50319: 1972_Washington_Redskins_season
50320: 1972_Whitbread_Awards
50321: 1972_Wimbledon_Championships
50322: 1972_Wimbledon_Championships_-_Men's_Singles
50323: 1972_Wimbledon_Championships_-_Women's_Singles
50324: 1972_Winchester_400
50325: 1972_Winter_Olympic_Games
50326: 1972_Winter_Olympics
50327: 1972_Winter_Olympics_medal_count
50328: 1972_Winter_Olympics_medal_table
50329: 1972_Winter_Universiade
50330: 1972_World_Championship_Tennis_Circuit
50331: 1972_World_Championship_Tennis_circuit
50332: 1972_World_Championships_Tennis_Circuit
50333: 1972_World_Cup
50334: 1972_World_Ice_Hockey_Championships
50335: 1972_World_Series
50336: 1972_World_Series_of_Poker
50337: 1972_World_Sportscar_Championship_season
50338: 1972_Yi_Xing
50339: 1972_ballet_premieres
50340: 1972_baseball_strike
50341: 1972_births
50342: 1972_college_football_season
50343: 1972_election
50344: 1972_film
50345: 1972_hockey_summit
50346: 1972_hurricane_season
50347: 1972_in_Afghanistan
50348: 1972_in_Australia
50349: 1972_in_Bangladesh
50350: 1972_in_Brazilian_football
50351: 1972_in_Canada
50352: 1972_in_France
50353: 1972_in_India
50354: 1972_in_Ireland
50355: 1972_in_Japanese_football
50356: 1972_in_LGBT_rights
50357: 1972_in_Luxembourg
50358: 1972_in_Malaysia
50359: 1972_in_New_Zealand
50360: 1972_in_Northern_Ireland
50361: 1972_in_Norway
50362: 1972_in_Pakistan
50363: 1972_in_Singapore
50364: 1972_in_South_Africa
50365: 1972_in_Wales
50366: 1972_in_Zimbabwe
50367: 1972_in_anthropology
50368: 1972_in_archaeology
50369: 1972_in_architecture
50370: 1972_in_art
50371: 1972_in_association_football
50372: 1972_in_aviation
50373: 1972_in_baseball
50374: 1972_in_chess
50375: 1972_in_comics
50376: 1972_in_country_music
50377: 1972_in_film
50378: 1972_in_football_(soccer)
50379: 1972_in_games
50380: 1972_in_gay_rights
50381: 1972_in_heavy_metal_music
50382: 1972_in_home_video
50383: 1972_in_literature
50384: 1972_in_metal
50385: 1972_in_music
50386: 1972_in_organized_crime
50387: 1972_in_paleontology
50388: 1972_in_philosophy
50389: 1972_in_poetry
50390: 1972_in_radio
50391: 1972_in_rail_transport
50392: 1972_in_science
50393: 1972_in_sociology
50394: 1972_in_spaceflight
50395: 1972_in_sport
50396: 1972_in_sports
50397: 1972_in_television
50398: 1972_in_the_European_Economic_Community
50399: 1972_in_the_UK
50400: 1972_in_the_United_Kingdom
50401: 1972_in_video_gaming
50402: 1972_movies
50403: 1972_munich_games
50404: 1972_nixon_visit_to_china
50405: 1972_olympic_basketball
50406: 1972_outbreak_of_smallpox_in_Yugoslavia
50407: 1972_presidential_election
50408: 1972_world_oil_market_chronology
50409: 1972–1973_United_States_network_television_schedule
50410: 1972–1973_United_States_network_television_schedule_(Saturday_morning)
50411: 1972–1973_United_States_network_television_schedule_(weekday)
50412: 1972–1979
50413: 1972–1979_(Vol._2)
50414: 1972–73_AHL_season
50415: 1972–73_Atlanta_Flames_season
50416: 1972–73_Baltimore_Bullets_season
50417: 1972–73_Boston_Bruins_season
50418: 1972–73_Boston_Celtics_season
50419: 1972–73_Buffalo_Braves_season
50420: 1972–73_California_Golden_Seals_season
50421: 1972–73_Chicago_Black_Hawks_season
50422: 1972–73_Cleveland_Cavaliers_season
50423: 1972–73_MJHL_season
50424: 1972–73_Montreal_Canadiens_season
50425: 1972–73_Montréal_Canadiens_season
50426: 1972–73_NBA_season
50427: 1972–73_NHL_season
50428: 1972–73_New_York_Islanders_season
50429: 1972–73_New_York_Knicks_season
50430: 1972–73_New_York_Rangers_season
50431: 1972–73_OHA_season
50432: 1972–73_Philadelphia_76ers_season
50433: 1972–73_Philadelphia_Flyers_season
50434: 1972–73_Pittsburgh_Penguins_season
50435: 1972–73_QMJHL_season
50436: 1972–73_Quebec_Nordiques_season
50437: 1972–73_Southern_Hemisphere_tropical_cyclone_season
50438: 1972–73_St._Louis_Blues_season
50439: 1972–73_United_States_network_television_schedule
50440: 1972–73_United_States_network_television_schedule_(Saturday_morning)
50441: 1972–73_Vancouver_Canucks_season
50442: 1972–73_WCHL_season
50443: 1972–73_WHA_Season
50444: 1972–73_WHA_season
50445: 1972–73_Winnipeg_Jets_season
50446: 1972–73_in_English_football
50447: 1972–73_in_Scottish_football
50448: 1973
50449: 1973(song)
50450: 1973-1974
50451: 1973-1974_NHL_season
50452: 1973-1974_United_States_network_television_schedule_(weekday)
50453: 1973-1974_in_English_Football
50454: 1973-74_AHL_season
50455: 1973-74_American_Hockey_League_season
50456: 1973-74_American_network_television_schedule
50457: 1973-74_Atlanta_Flames_season
50458: 1973-74_Atlanta_Hawks_season
50459: 1973-74_Boston_Bruins_season
50460: 1973-74_Boston_Celtics_season
50461: 1973-74_Buffalo_Braves_season
50462: 1973-74_Buffalo_Sabres_season
50463: 1973-74_Capital_Bullets_season
50464: 1973-74_Chicago_Black_Hawks_season
50465: 1973-74_Cleveland_Cavaliers_season
50466: 1973-74_Cuban_National_Series
50467: 1973-74_Indian_cricket_season
50468: 1973-74_Kentucky_Colonels_season
50469: 1973-74_MJHL_season
50470: 1973-74_Milwaukee_Bucks_season
50471: 1973-74_NBA_season
50472: 1973-74_NHL_season
50473: 1973-74_National_Basketball_Association_season
50474: 1973-74_National_Hockey_League_season
50475: 1973-74_New_York_Nets_season
50476: 1973-74_New_Zealand_cricket_season
50477: 1973-74_OHA_season
50478: 1973-74_Pakistani_cricket_season
50479: 1973-74_Philadelphia_Flyers_season
50480: 1973-74_QMJHL_season
50481: 1973-74_Quebec_Nordiques_season
50482: 1973-74_Québec_Nordiques_season
50483: 1973-74_San_Diego_Conquistadors_season
50484: 1973-74_South_African_cricket_season
50485: 1973-74_Southern_Hemisphere_tropical_cyclone_season
50486: 1973-74_United_States_network_television_schedule
50487: 1973-74_United_States_network_television_schedule_(Saturday_morning)
50488: 1973-74_WCHL_season
50489: 1973-74_WHA_season
50490: 1973-74_West_Indian_cricket_season
50491: 1973-74_Western_Canada_Hockey_League_season
50492: 1973-74_Western_Canada_Junior_Hockey_League_season
50493: 1973-74_Winnipeg_Jets_season
50494: 1973-74_World_Hockey_Association_season
50495: 1973-74_in_English_Football
50496: 1973-74_in_English_football
50497: 1973-74_in_Greek_football
50498: 1973-74_in_Scottish_football
50499: 1973-74_nhl_season
50500: 19730_Machiavelli
50501: 19738_Calinger
50502: 1973_(James_Blunt_song)
50503: 1973_(disambiguation)
50504: 1973_(song)
50505: 1973_1000_Lakes_Rally
50506: 1973_24_Hours_of_LeMans
50507: 1973_24_Hours_of_Le_Mans
50508: 1973_ABA_All-Star_Game
50509: 1973_ABA_Finals
50510: 1973_ABA_Playoffs
50511: 1973_ABA_playoffs
50512: 1973_ACC_Baseball_Tournament
50513: 1973_ACC_Men's_Basketball_Tournament
50514: 1973_ALCS
50515: 1973_ATP_Buenos_Aires
50516: 1973_ATP_Buenos_Aires_-_Singles
50517: 1973_Academy_Awards
50518: 1973_Acropolis_Rally
50519: 1973_Alabama_Crimson_Tide_football_team
50520: 1973_All-Africa_Games
50521: 1973_Alpine_Skiing_World_Cup
50522: 1973_American_League_Championship_Series
50523: 1973_Amstel_Gold_Race
50524: 1973_Arab-Israeli_War
50525: 1973_Arab-Israeli_war
50526: 1973_Arab_Israeli_War
50527: 1973_Argentine_Grand_Prix
50528: 1973_Asian_Championships_in_Athletics
50529: 1973_Atlanta_Braves_season
50530: 1973_Atlantic_hurricane_season
50531: 1973_Australian_Drivers'_Championship
50532: 1973_Australian_Open
50533: 1973_Australian_Open_-_Men's_Singles
50534: 1973_Australian_Open_-_Women's_Singles
50535: 1973_Austrian_Alpine_Rally
50536: 1973_Austrian_Grand_Prix
50537: 1973_BRDC_International_Trophy
50538: 1973_Baltimore_Colts_season
50539: 1973_Baltimore_Orioles_season
50540: 1973_Bathurst_1000
50541: 1973_Belgian_Grand_Prix
50542: 1973_Bolivarian_Games
50543: 1973_Boston_Red_Sox_season
50544: 1973_Brazilian_Grand_Prix
50545: 1973_British_Grand_Prix
50546: 1973_British_Home_Championship
50547: 1973_British_Speedway_League
50548: 1973_British_Speedway_League_Division_Two
50549: 1973_Buffalo_Bills_season
50550: 1973_CFL_season
50551: 1973_CONCACAF_Championship
50552: 1973_CONCACAF_Championship_qualification
50553: 1973_Calder_Cup_Playoffs
50554: 1973_California_Angels_season
50555: 1973_Can-Am_season
50556: 1973_Canadian_Grand_Prix
50557: 1973_Central_American_and_Caribbean_Championships_in_Athletics
50558: 1973_Challenge_Cup_Final
50559: 1973_Challenge_Cup_final
50560: 1973_Chatham_Cup
50561: 1973_Chicago_Bears_season
50562: 1973_Chicago_Cubs_season
50563: 1973_Chicago_White_Sox_season
50564: 1973_Chile_coup
50565: 1973_Chilean_coup
50566: 1973_Chilean_coup_d'etat
50567: 1973_Chilean_coup_d'état
50568: 1973_Cincinnati_Bengals_season
50569: 1973_Cincinnati_Reds_season
50570: 1973_Cleveland_Browns_season
50571: 1973_Cleveland_Indians_season
50572: 1973_College_Football_Season
50573: 1973_College_World_Series
50574: 1973_Colocolo
50575: 1973_Constitution
50576: 1973_Constitution_of_Bahrain
50577: 1973_Constitution_referendum,_1973
50578: 1973_Danish_parliamentary_election
50579: 1973_Davis_Cup
50580: 1973_Denver_Broncos_season
50581: 1973_Detroit_Tigers_season
50582: 1973_Dutch_Grand_Prix
50583: 1973_East_Carolina_Pirates_football_team
50584: 1973_EgyptAir_Ilyushin_Il-18_crash
50585: 1973_England_Tour_of_Oceania
50586: 1973_England_rugby_union_tour_of_Fiji_and_New_Zealand
50587: 1973_England_rugby_union_tour_of_Oceania
50588: 1973_English_cricket_season
50589: 1973_European_Baseball_Championship
50590: 1973_European_Cup_Final
50591: 1973_European_Formula_Two_season
50592: 1973_European_Indoor_Championships_in_Athletics
50593: 1973_Eurovision_Song_Contest
50594: 1973_Ezeiza_Massacre
50595: 1973_Ezeiza_massacre
50596: 1973_FA_Cup_Final
50597: 1973_FILA_Wrestling_World_Championships
50598: 1973_FINA_Men's_World_Water_Polo_Championship
50599: 1973_Fed_Cup
50600: 1973_Federal_Transportation_Act
50601: 1973_Federation_Cup
50602: 1973_Federation_Cup_(tennis)
50603: 1973_Five_Nations_Championship
50604: 1973_Florida_Gators_football_team
50605: 1973_Football_League_Cup_Final
50606: 1973_Ford_Mustang_Mach_1_-_Eleanor
50607: 1973_Formula_One
50608: 1973_Formula_One_season
50609: 1973_French_Grand_Prix
50610: 1973_French_Open
50611: 1973_French_Open_-_Men's_Singles
50612: 1973_French_Open_-_Women's_Singles
50613: 1973_Georgia_Bulldogs_football_team
50614: 1973_German_Grand_Prix
50615: 1973_Giro_d'Italia
50616: 1973_Golden_Helmet_(Poland)
50617: 1973_Governor_General's_Awards
50618: 1973_Grand_Prix_motorcycle_racing_season
50619: 1973_Green_Bay_Packers_season
50620: 1973_Grey_Cup
50621: 1973_Hardie-Ferodo_1000
50622: 1973_Houston_Astros_season
50623: 1973_ICF_Flatwater_Racing_World_Championships
50624: 1973_IMSA_GT_Championship_season
50625: 1973_Indianapolis_500
50626: 1973_Individual_Speedway_World_Championship
50627: 1973_Intercontinental_Cup_(basketball)
50628: 1973_International_Swedish_Rally
50629: 1973_Invasion_of_Israel
50630: 1973_Israeli_raid_on_Lebanon
50631: 1973_Italian_Grand_Prix
50632: 1973_Kansas_City_Chiefs_season
50633: 1973_Kansas_City_Royals_season
50634: 1973_Khartoum_diplomatic_assassinations
50635: 1973_Kidnapping_of_Kim_Dae-Jung
50636: 1973_Little_League_World_Series
50637: 1973_Los_Angeles_Dodgers_season
50638: 1973_Los_Angeles_Rams_season
50639: 1973_Lufthansa_hijacking
50640: 1973_MLB_season
50641: 1973_Maccabiah_Games
50642: 1973_Major_League_Baseball_All-Star_Game
50643: 1973_Major_League_Baseball_season
50644: 1973_Masters_Tournament
50645: 1973_Memorial_Cup
50646: 1973_Men's_World_Ice_Hockey_Championships
50647: 1973_Miami_Dolphins_season
50648: 1973_Michigan_vs._Ohio_State_football_game
50649: 1973_Middle_East_War
50650: 1973_Middle_East_crisis
50651: 1973_Milwaukee_Brewers_season
50652: 1973_Minnesota_Golden_Gophers_football_team
50653: 1973_Minnesota_Twins
50654: 1973_Minnesota_Twins_season
50655: 1973_Minnesota_Vikings_season
50656: 1973_Monaco_Grand_Prix
50657: 1973_Monte_Carlo_Rally
50658: 1973_Montreal_Expos_season
50659: 1973_Montréal_Expos_season
50660: 1973_Mountjoy_Jail_breakout
50661: 1973_Mountjoy_Jail_escape
50662: 1973_Mountjoy_Jail_helicopter_breakout
50663: 1973_Mountjoy_Jail_helicopter_escape
50664: 1973_Mountjoy_Prison_breakout
50665: 1973_Mountjoy_Prison_escape
50666: 1973_Mountjoy_Prison_helicopter_breakout
50667: 1973_Mountjoy_Prison_helicopter_escape
50668: 1973_Munich_Convention
50669: 1973_Munich_convention
50670: 1973_NBA_All-Star_Game
50671: 1973_NBA_Draft
50672: 1973_NBA_Finals
50673: 1973_NBA_Playoffs
50674: 1973_NCAA_Division_I_Men's_Lacrosse_Championship
50675: 1973_NCAA_Division_I_football_season
50676: 1973_NCAA_Men's_Basketball_All-Americans
50677: 1973_NCAA_Men's_Division_I_Basketball_Tournament
50678: 1973_NCAA_Men's_Division_I_Ice_Hockey_Tournament
50679: 1973_NCAA_Men's_Lacrosse_Championship
50680: 1973_NFL_Draft
50681: 1973_NFL_Season
50682: 1973_NFL_season
50683: 1973_NHL_Amateur_Draft
50684: 1973_NHL_Draft
50685: 1973_NHL_Entry_Draft
50686: 1973_NLCS
50687: 1973_National_Archives_Fire
50688: 1973_National_Basketball_Association_Draft
50689: 1973_National_Basketball_Association_Finals
50690: 1973_National_Basketball_Association_Playoffs
50691: 1973_National_Football_League_Draft
50692: 1973_National_Football_League_season
50693: 1973_National_Hockey_League_Amateur_Draft
50694: 1973_National_Invitation_Tournament
50695: 1973_National_League_Championship_Series
50696: 1973_National_Scout_Jamboree
50697: 1973_New_England_Patriots_season
50698: 1973_New_York_Giants_season
50699: 1973_New_York_Jets_season
50700: 1973_New_York_Mets
50701: 1973_New_York_Mets_season
50702: 1973_New_York_Yankees_season
50703: 1973_North_Indian_Ocean_cyclone_season
50704: 1973_OFC_Nations_Cup
50705: 1973_OPEC_embargo
50706: 1973_Oakland_Athletics_season
50707: 1973_Oakland_Raiders_season
50708: 1973_October_War
50709: 1973_Ohio_State_Buckeyes_football_team
50710: 1973_Oil_Crisis
50711: 1973_Open_Championship
50712: 1973_Orange_Bowl
50713: 1973_PGA_Tour
50714: 1973_Pacific_hurricane_season
50715: 1973_Pacific_typhoon_season
50716: 1973_Palanca_Awards
50717: 1973_Penn_State_Nittany_Lions_football_team
50718: 1973_Philadelphia_Eagles_season
50719: 1973_Philadelphia_Phillies_season
50720: 1973_Phillip_Island_500K
50721: 1973_Pittsburgh_Pirates_season
50722: 1973_Pittsburgh_Steelers_season
50723: 1973_Polish_Rally
50724: 1973_Pontiac_Grand_Prix
50725: 1973_Press-on-Regardless_Rally
50726: 1973_Pro_Bowl
50727: 1973_Pulitzer_Prize
50728: 1973_Quebec_election
50729: 1973_RAC_Rally
50730: 1973_Rally_of_Morocco
50731: 1973_Rally_of_Portugal
50732: 1973_Rehabilitation_Act
50733: 1973_Rose_Bowl
50734: 1973_Rotterdam_Indoors
50735: 1973_Ryder_Cup
50736: 1973_Safari_Rally
50737: 1973_San_Diego_Chargers_season
50738: 1973_San_Diego_Padres_season
50739: 1973_San_Francisco_49ers_season
50740: 1973_San_Francisco_Giants_season
50741: 1973_Sandown_250
50742: 1973_Sanremo_Rally
50743: 1973_South_African_Grand_Prix
50744: 1973_South_East_Asian_Peninsular_Games
50745: 1973_Southeast_Asian_Peninsular_Games
50746: 1973_Soviet_Top_League
50747: 1973_Spanish_Grand_Prix
50748: 1973_St._Louis_Cardinals_season
50749: 1973_Stanley_Cup_Finals
50750: 1973_Summer_Universiade
50751: 1973_Super_Bowl
50752: 1973_Swedish_Grand_Prix
50753: 1973_Swedish_Pro_Tennis_Championships
50754: 1973_TE
50755: 1973_Texas_Rangers_season
50756: 1973_Thomas_Cup
50757: 1973_Topps
50758: 1973_Topps_All-Star_Rookie_Roster
50759: 1973_Tour_de_France
50760: 1973_U.S._Open_(tennis)
50761: 1973_U.S._Open_-_Men's_Singles
50762: 1973_U.S._Open_-_Women's_Singles
50763: 1973_U.S._Open_Golf_Championship
50764: 1973_U._S._Open_(tennis)
50765: 1973_U._S._Open_-_Men's_Singles
50766: 1973_U._S._Open_-_Women's_Singles
50767: 1973_UEFA_Cup_Final
50768: 1973_UEFA_Cup_Winners'_Cup_Final
50769: 1973_UEFA_Super_Cup
50770: 1973_US_Open
50771: 1973_US_Open_(tennis)
50772: 1973_US_Open_-_Men's_Singles
50773: 1973_US_Open_-_Women's_Singles
50774: 1973_U_S_Open_(tennis)
50775: 1973_U_S_Open_-_Men's_Singles
50776: 1973_U_S_Open_-_Women's_Singles
50777: 1973_United_States_Grand_Prix
50778: 1973_Uruguayan_General_Strike
50779: 1973_Uruguayan_general_strike
50780: 1973_VFL_season
50781: 1973_Vuelta_a_Espana
50782: 1973_Vuelta_a_España
50783: 1973_WHA_Amateur_Draft
50784: 1973_WHA_Draft
50785: 1973_WS
50786: 1973_WSOP
50787: 1973_Wake_Forest_Demon_Deacons_football_team
50788: 1973_Washington_Redskins_season
50789: 1973_Water_Act
50790: 1973_Whitbread_Awards
50791: 1973_Wimbledon_Championships
50792: 1973_Wimbledon_Championships_-_Men's_Singles
50793: 1973_Wimbledon_Championships_-_Women's_Singles
50794: 1973_Winchester_400
50795: 1973_World_Aquatics_Championships
50796: 1973_World_Congress_of_Peace_Forces
50797: 1973_World_Figure_Skating_Championships
50798: 1973_World_Hockey_Association_Amateur_Draft
50799: 1973_World_Ice_Hockey_Championships
50800: 1973_World_Judo_Championships
50801: 1973_World_Rally_Championship
50802: 1973_World_Rally_Championship_season
50803: 1973_World_Rhythmic_Gymnastics_Championships
50804: 1973_World_Series
50805: 1973_World_Series_of_Poker
50806: 1973_World_Sportscar_Championship_season
50807: 1973_World_Women's_Handball_Championship
50808: 1973_XII
50809: 1973_Yom_Kippur_War
50810: 1973_arab_oil_embargo
50811: 1973_college_football_season
50812: 1973_constitution_of_pakistan
50813: 1973_coup_in_Chile
50814: 1973_democracy_movement
50815: 1973_embargo
50816: 1973_energy_crisis
50817: 1973_film
50818: 1973_geneva_conference
50819: 1973_helicopter_breakout_from_Mountjoy_Jail
50820: 1973_helicopter_breakout_from_Mountjoy_Prison
50821: 1973_helicopter_escape_from_Mountjoy_Jail
50822: 1973_helicopter_escape_from_Mountjoy_Prison
50823: 1973_hurricane_season
50824: 1973_in_Afghanistan
50825: 1973_in_Australia
50826: 1973_in_Bangladesh
50827: 1973_in_Brazilian_football
50828: 1973_in_Canada
50829: 1973_in_France
50830: 1973_in_India
50831: 1973_in_Ireland
50832: 1973_in_Japanese_football
50833: 1973_in_LGBT_rights
50834: 1973_in_Luxembourg
50835: 1973_in_Malaysia
50836: 1973_in_New_Zealand
50837: 1973_in_Northern_Ireland
50838: 1973_in_Pakistan
50839: 1973_in_Singapore
50840: 1973_in_South_Africa
50841: 1973_in_Wales
50842: 1973_in_Zimbabwe
50843: 1973_in_archaeology
50844: 1973_in_architecture
50845: 1973_in_art
50846: 1973_in_association_football
50847: 1973_in_aviation
50848: 1973_in_baseball
50849: 1973_in_chess
50850: 1973_in_comics
50851: 1973_in_country_music
50852: 1973_in_film
50853: 1973_in_football_(soccer)
50854: 1973_in_games
50855: 1973_in_gay_rights
50856: 1973_in_heavy_metal_music
50857: 1973_in_literature
50858: 1973_in_metal
50859: 1973_in_music
50860: 1973_in_organized_crime
50861: 1973_in_paleontology
50862: 1973_in_philosophy
50863: 1973_in_poetry
50864: 1973_in_politics
50865: 1973_in_radio
50866: 1973_in_rail_transport
50867: 1973_in_science
50868: 1973_in_sociology
50869: 1973_in_spaceflight
50870: 1973_in_sports
50871: 1973_in_television
50872: 1973_in_the_Isle_of_Man
50873: 1973_in_the_UK
50874: 1973_in_the_United_Kingdom
50875: 1973_in_video_gaming
50876: 1973_movies
50877: 1973_music
50878: 1973_oil_crisis
50879: 1973_oil_embargo
50880: 1973_oil_shock
50881: 1973_revolt_in_Greece
50882: 1973_tube_stock
50883: 1973_wha_amateur_draft
50884: 1973_world_oil_market_chronology
50885: 1973_world_oil_shock
50886: 1973f
50887: 1973–1974_United_States_network_television_schedule
50888: 1973–1974_United_States_network_television_schedule_(Saturday_morning)
50889: 1973–1974_United_States_network_television_schedule_(weekday)
50890: 1973–74_AHL_season
50891: 1973–74_Atlanta_Flames_season
50892: 1973–74_Boston_Bruins_season
50893: 1973–74_Boston_Celtics_season
50894: 1973–74_Buffalo_Braves_season
50895: 1973–74_Buffalo_Sabres_season
50896: 1973–74_California_Golden_Seals_season
50897: 1973–74_Capital_Bullets_season
50898: 1973–74_Chicago_Black_Hawks_season
50899: 1973–74_Cleveland_Cavaliers_season
50900: 1973–74_Kentucky_Colonels_season
50901: 1973–74_MJHL_season
50902: 1973–74_Montreal_Canadiens_season
50903: 1973–74_NBA_season
50904: 1973–74_NHL_season
50905: 1973–74_New_York_Nets_season
50906: 1973–74_OHA_season
50907: 1973–74_Philadelphia_Flyers_season
50908: 1973–74_Pittsburgh_Penguins_season
50909: 1973–74_QMJHL_season
50910: 1973–74_Quebec_Nordiques_season
50911: 1973–74_San_Diego_Conquistadors_season
50912: 1973–74_Southern_Hemisphere_tropical_cyclone_season
50913: 1973–74_United_States_network_television_schedule
50914: 1973–74_United_States_network_television_schedule_(Saturday_morning)
50915: 1973–74_Vancouver_Canucks_season
50916: 1973–74_WCHL_season
50917: 1973–74_WHA_season
50918: 1973–74_Winnipeg_Jets_season
50919: 1973–74_in_English_football
50920: 1973–74_in_Scottish_football
50921: 1974
50922: 1974(rugby_league_pre-season_cup_final)
50923: 1974-1975
50924: 1974-1975_NHL_season
50925: 1974-1975_United_States_network_television_schedule_(weekday)
50926: 1974-75_AHL_season
50927: 1974-75_American_Hockey_League_season
50928: 1974-75_American_network_television_schedule
50929: 1974-75_Atlanta_Flames_season
50930: 1974-75_Boston_Celtics_season
50931: 1974-75_Buffalo_Braves_season
50932: 1974-75_Buffalo_Sabres_season
50933: 1974-75_Chicago_Black_Hawks_season
50934: 1974-75_Cuban_National_Series
50935: 1974-75_Golden_State_Warriors_season
50936: 1974-75_Indian_cricket_season
50937: 1974-75_Kansas_City_Scouts_season
50938: 1974-75_Kentucky_Colonels_season
50939: 1974-75_MJHL_season
50940: 1974-75_NBA_season
50941: 1974-75_NHL_season
50942: 1974-75_National_Basketball_Association_season
50943: 1974-75_National_Basketball_Associationseason
50944: 1974-75_National_Hockey_League_season
50945: 1974-75_New_Zealand_cricket_season
50946: 1974-75_OMJHL_season
50947: 1974-75_Ontario_Major_Junior_Hockey_League_season
50948: 1974-75_Pakistani_cricket_season
50949: 1974-75_Philadelphia_Flyers_season
50950: 1974-75_Portland_Trail_Blazers_season
50951: 1974-75_QMJHL_season
50952: 1974-75_Quebec_Nordiques_season
50953: 1974-75_South_African_cricket_season
50954: 1974-75_Southern_Hemisphere_tropical_cyclone_season
50955: 1974-75_UCLA_Bruins_men's_basketball_team
50956: 1974-75_United_States_network_television_schedule
50957: 1974-75_United_States_network_television_schedule_(Saturday_morning)
50958: 1974-75_WCHL_season
50959: 1974-75_WHA_season
50960: 1974-75_Washington_Bullets_season
50961: 1974-75_Washington_Capitals_season
50962: 1974-75_West_Indian_cricket_season
50963: 1974-75_Western_Canada_Hockey_League_season
50964: 1974-75_World_Hockey_Association_season
50965: 1974-75_in_English_football
50966: 1974-75_in_Greek_football
50967: 1974-75_in_Scottish_football
50968: 1974-75_nhl_season
50969: 19741_Callahan
50970: 1974AD
50971: 1974_(Robbie_Williams_album)
50972: 1974_(We_Were_Young)
50973: 1974_(album)
50974: 1974_(rugby_league_pre-season_cup_final)
50975: 1974_24_Hours_of_LeMans
50976: 1974_24_Hours_of_Le_Mans
50977: 1974_ABA_All-Star_Game
50978: 1974_ABA_Finals
50979: 1974_ABA_Playoffs
50980: 1974_ABA_playoffs
50981: 1974_ACC_Baseball_Tournament
50982: 1974_ACC_Men's_Basketball_Tournament
50983: 1974_AD
50984: 1974_AD_(Band)
50985: 1974_AFC_Championship_Game
50986: 1974_ALCS
50987: 1974_ATP_Buenos_Aires
50988: 1974_ATP_Buenos_Aires_-_Singles
50989: 1974_Academy_Awards
50990: 1974_African_Cup_of_Nations
50991: 1974_African_Nations_Cup
50992: 1974_Alabama_Crimson_Tide_football_team
50993: 1974_Alpine_Skiing_World_Championship
50994: 1974_Alpine_Skiing_World_Championships
50995: 1974_Alpine_Skiing_World_Cup
50996: 1974_Amco_Cup
50997: 1974_American_League_Championship_Series
50998: 1974_Amstel_Gold_Race
50999: 1974_Anti-Ahmadiyya_Movement
51000: 1974_Arab_League_summit
51001: 1974_Argentine_Grand_Prix
51002: 1974_Asian_Games
51003: 1974_Atlanta_Braves_season
51004: 1974_Atlanta_Falcons_season
51005: 1974_Atlantic_hurricane_season
51006: 1974_Australian_Drivers'_Championship
51007: 1974_Australian_Open
51008: 1974_Australian_Open_-_Men's_Singles
51009: 1974_Australian_Open_-_Women's_Singles
51010: 1974_Austrian_Grand_Prix
51011: 1974_BMW_Open
51012: 1974_BRDC_International_Trophy
51013: 1974_Baltimore_Colts_season
51014: 1974_Baltimore_Orioles_season
51015: 1974_Bathurst_1000
51016: 1974_Belgian_Grand_Prix
51017: 1974_Boston_Red_Sox_season
51018: 1974_Brazilian_Grand_Prix
51019: 1974_Brisbane_Flood
51020: 1974_Brisbane_flood
51021: 1974_British_Commonwealth_Games
51022: 1974_British_Commonwealth_Games_Medal_Count
51023: 1974_British_Commonwealth_Games_Progressive_Overall_Medal_Count
51024: 1974_British_Grand_Prix
51025: 1974_British_Home_Championship
51026: 1974_British_Lions_tour_to_South_Africa
51027: 1974_British_Speedway_League
51028: 1974_British_Speedway_League_Division_Two
51029: 1974_British_and_Irish_Lions_tour_of_South_Africa
51030: 1974_Buffalo_Bills_season
51031: 1974_CFL_season
51032: 1974_Calder_Cup_Playoffs
51033: 1974_California_Angels_season
51034: 1974_Can-Am_season
51035: 1974_Canadian_Grand_Prix
51036: 1974_Canadian_election
51037: 1974_Caupolican
51038: 1974_Central_American_and_Caribbean_Games
51039: 1974_Chatham_Cup
51040: 1974_Chicago_Bears_season
51041: 1974_Chicago_Cubs_season
